id,name
11098,The Harvey Entertainment Company
824,Kopelson Entertainment
16775,Arnold Kopelson Productions
20295,Sociedad General de Televisión (Sogetel)
28040,Iberoamericana Films Produccion
1947,New Deal Productions
311,Procirep
590,Constellation Productions
592,Claudie Ossard Productions
851,MEDIA Programme of the European Union
1871,Cofimage 5
7237,Tele München Fernseh Produktionsgesellschaft (TMG)
8170,Club d'Investissement Média
18367,Centre National de la Cinématographie (CNC)
25020,Victoires Productions
25021,Constellation
25129,Lumière Pictures
47532,Canal+
68517,Studio Image
79437,Cofimage 4
79438,Ossane
79439,Phoenix Images
1898,Bórd Scannán na hÉireann
4127,Lantana
23808,Price Entertainment
2231,Trilogy Entertainment Group
6368,Enigma Pictures
98,Detour Film Production
87394,Suftley
2106,Saban Entertainment
37890,Party Productions
6092,Licht/Mueller Film Corporation
802,Egg Pictures
58,Sony Pictures Classics
201,Arte
1606,Brillstein-Grey Entertainment
3614,Columbia Pictures Television
58855,Telling Pictures
4564,Icon Entertainment International
11353,B.H. Finance C.V.
14941,Constellation Entertainment
55873,Worldwide
58079,Mont Blanc Entertainment GmbH
4174,Threshold Entertainment
12522,Mimi wo Sumaseba Production Committee
32441,Hakuhodo
1569,Yash Raj Films
23397,Donner/Shuler-Donner Productions
25061,Evansgideon/Lazar
12424,TV Man Union
3,Pixar Animation Studios
225,BIM Distribuzione
315,Filmstiftung Nordrhein-Westfalen
744,Diaphana Films
982,Road Movies Dritte Produktionen
986,Degeto Film
14245,Messidor Films
30226,European Co-production Fund
2550,Teitler Film
38692,Kardana Films
39861,Chemical Films
2510,Mundy Lane Entertainment
575,Bergen Film
576,Bard Entertainments
577,NPS Televisie
5869,Les Productions Lazennec
22684,Kasso Inc. Productions
68518,Cofinergie 6
675,Forward Pass
507,Atlas Entertainment
17031,Classico
10103,Via Rosa Productions
653,Komuna
6242,Barrandov Studios
34207,Prufrock Pictures
4286,Juno Pix
65394,Cecchi Gori Pictures
10898,Légende Entreprises
11583,Syalis DA
11584,De Fina-Cappa
10355,Spelling Films
13654,Worldvision
70141,Newteles
45970,France 2 Cinéma
3852,MCA/Universal Pictures
43,Fox Searchlight Pictures
15671,France 2 Cinéma
20783,Fiction Films
6584,Gemini Films
11143,Madragoa Filmes
38944,Clavius Base
2090,Motion Picture Corporation of America
11661,Rysher Entertainment
24827,Red Mullet Productions
26192,Chestnut Hill Productions
10532,World Productions
3477,Star Overseas
456,WCG Entertainment Productions
11362,Mark Gordon Productions
3592,Warner Bros. Family Entertainment
55527,Courtside Seats Productions
691,Cappa Productions
17218,Gramercy Pictures (II)
9369,Obel Film
2173,Great Oaks Entertainment
3989,C&P Productions
1310,Best Brains
10828,MDP Worldwide
38114,Selima Films AVV
2141,Kaleidoscope Entertainment
2142,Trial by Fire Films
7405,Dimension Films
254,Pandora Filmproduktion
53407,Electric
53408,TEAM Communications Group
11948,Rio Dulce
979,Woods Entertainment
2980,Forge
21920,The Steve Tisch Company
436,1492 Pictures
12204,Tiger Moth Productions
2833,Independent Pictures (II)
8824,The Alfred Shay Company Inc.
2348,Nickelodeon Movies
2974,Pope Productions
44,Cruise/Wagner Productions
18880,Showtime Networks
240,Bazmark Films
247,Granada Film Productions
20928,Majestic Films International
38178,Newcomm
1765,Turner Pictures
8841,Pale Morning Dun
8842,All Night Productions
76068,Digital Image Associates
17825,Seagal/Nasso Productions
2487,Rockwell Eyes
2499,The Kushner-Locke Company
30702,Multicom entertainment
2321,Green Parrot
7250,Trinity Filmed Entertainment
7286,Epithète Films
746,MTV Films
1236,Mandalay Entertainment
1363,Haft Entertainment
1443,Matchmaker Films
11317,Phoenix Pictures
21740,Dacia Films
24959,Canal+France
579,Alliance Communications
358,Noel Gay Motion Picture Company
359,Figment Films
9349,Film4
44774,Tinderbox Films
491,Summit Entertainment
20987,Balboa Entertainment
55140,Noon Attack Pictures
2492,Playhouse International Pictures
17179,BBC Arena
2377,Chicago Pacific Entertainment
20004,"Zanuck Company, The"
17067,CineTel Pictures
17068,MG Entertainment
101,Roxy Film
162,Bayerischer Rundfunk
23370,Constant c Productions
2051,Kinowelt Filmproduktion
60710,Mindy Affrime
2239,Erato Films
6861,Lolafilms
2756,Vertigo Productions
3202,Walt Disney Studios Home Entertainment
8764,Redwave Films
711,Fox 2000 Pictures
2923,Edmonds Entertainment Group (EEG)
670,Walt Disney Television
3559,Citadel Entertainment
8797,Storyline Entertainment
26423,BrownHouse Productions
65658,Danger Filmworks
370,Melampo Cinematografica
961,Roger Birnbaum Productions
919,Beacon Communications
18990,Radiant Productions
10093,Els Films de la Rambla S.A.
2938,Abbas Kiarostami Productions
13674,Working Dog
13675,Village Roadshow Entertainment
1519,A&B Producoes
10164,Popaganda Films
2428,Wolper Organization
567,Office Kitano
3034,TV Tokyo
6516,Tokyo FM Broadcasting Co.
572,New Amsterdam Entertainment
6246,Medusa Film
22269,Stardust International
130,Jerry Bruckheimer Films
3589,Kouf/Bigelow Productions
78338,Hiett Designs of Las Vegas
78339,Runway Pictures Inc
38861,Matrix Films
248,Impact Pictures
2484,Golar Productions
10146,Focus Features
1464,Summer Knowledge LLC
1484,Yorktown Productions
27128,The Bubble Factory
38664,Sheinberg Productions
1261,Scala Productions
1508,Wildgaze Films
594,Capella International
595,Eric's Boy
27,DreamWorks SKG
21953,Feature Film Project
22207,Cube Libre
22208,Harold Greenberg Fund
22209,Odeon Films
22210,Ontario Film Development Corporation
22211,Viacom Canada
49325,Parkes+MacDonald Image Nation
787,3 Arts Entertainment
20555,Taurus Film
635,Les Films Alain Sarde
778,Las Producciones del Escorpion
779,Lucky Red
57435,Applecross
57436,Reperage & Vanguard Films
4056,Hallmark Entertainment
1643,First Independent Films
1645,Scott Free Productions
1646,Trap-Two-Zero Productions
803,Alliance Atlantis Communications
8809,Fair and Square Productions
43910,South Side Amusement Company
373,Asymmetrical Productions
374,Lost Highway Productions
178,Ghoulardi Film Company
79,Village Roadshow Pictures
10227,Mandeville Films
45505,Fish Productions
3466,Movic
5511,SEGA
9068,Kadokawa Shoten Publishing Co.
21503,Project Eva
21504,Star Child Recording
7594,Touchstone
76487,1600 Limited Partnership
2604,Mark Johnson Productions
10895,Cometstone Pictures
174,Warner Bros. Pictures
11050,David Kirschner Productions
90511,Turner Feature Animation
2253,Lawrence Bender Productions
23201,Be Gentlemen Limited Partnership
455,Permut Presentations
458,Douglas/Reuther Productions
25358,Krane Entertainment
85,Konrad Pictures
1601,Maven Entertainment
4729,Q Productions
9313,Esparza / Katz Productions
539,Block 2 Pictures
5890,Black Monday Film Services
23434,Big Bug Pictures
3907,Pull Down Your Pants Pictures
23364,Todd McFarlane Entertainment
11231,Fox Animation Studios
11232,Fox Family Films
11233,The Big Gun Project
11234,Little Wolf Entertainment
2785,Warner Bros. Animation
5550,Midwinter Productions Inc.
1483,Redeemable Features
1811,FilmColony
61337,Dollface
1566,Spanky Pictures
379,Truth and Soul Pictures Inc
7503,Protozoa Pictures
22566,Harvest Filmworks
22567,Plantain Films
1163,Larger Than Life Productions
23912,Antidote Films (I)
25680,391 Productions
3476,Walt Disney Animation Australia
5391,DisneyToon Studios
421,Amen Ra Films
14401,New Star Media Inc.
1591,Rhino Films
53460,Fear and Loathing LLC
53461,Shark Productions
1899,Radio Teléfis Éireann
884,TPS Cinéma
11037,EFVE
1683,Andell Entertainment
40263,Blue Guitar Films
2848,Hoyts Film Partnership
33088,Behavioral Problem Productions Ltd.
7635,Hanna Barbera Production
763,Intermedia Films
971,Centro Digital Pictures Ltd.
72349,BoB and Partners Co. Ltd
333,Original Film
53473,Canal+ Droits Audiovisuels
1194,Kadokawa Shoten Publishing Co. Ltd.
1195,Omega Project
762,Mutual Film Company
19902,Prelude Pictures
30253,Saltire Entertainment
37812,Westerly Films
3078,HBO Pictures
1972,X-Filme Creative Pool
924,The Turman-Morrissey Company
2347,FGM Entertainment
980,The Glasgow Film Fund
7680,Tornasol Films
8369,Alta Films
27013,Road Movies Vierte Produktionen
27014,Scottish Arts Council Lottery Fund
279,Single Cell Pictures
506,Newmarket Capital Group
720,Goldwyn Films
4288,Madhouse
22817,Rex Entertainment
164,Rhombus Media
13419,SKA Films
79209,No Such Productions
23893,Film Office
23894,Spooky Tooth Productions
23895,Storm King Productions
321,Memfis Film
17513,Film i Väst
12269,ShadowCatcher Entertainment
545,Ten Thirteen Productions
369,Bungalow 78 Productions
10231,Farrell/Minoff
521,DreamWorks Animation
1141,Engine Films
12423,Sputnik Productions
11321,Imaginary Forces
19551,Marvel Enterprises
11533,Valhalla Motion Pictures
7293,DreamWorks Pictures
3298,Harpo Films
11351,Hart-Sharp Entertainment
8213,United Artists Corporation
620,Centropolis Film Productions
11343,Fried Films
393,MACT Productions
394,Videofilms
395,Riofilm
813,DiNovi Pictures
4258,Fortis Films
55474,Stargate Studios
3141,Cineplex
2519,DeBart
54502,Mel's Cite du Cinema
40451,Adela Pictures
21716,Sweetland Films
21717,Magnolia Productions
2081,Beyond Films
718,Arts Council of England
1218,The Film Consortium
38781,L Films
23660,Geisler-Roberdeau
9996,Syncopy
13028,Next Wave Films
2851,Zucker Brothers Productions
156,Nordic Film
11672,Nimbus Film Productions
76,Zentropa Entertainments
639,DR TV
908,Mystery Clock Cinema
2478,Manhattan Project
6068,HBO
10102,Cattleya
10378,Cineritmo
10379,Film and General Productions
5255,AFDF
4673,King Record Co.
9149,Shogakukan
11884,J.C.Staff
22939,Sega of America
22940,Shôjo Kakumei Utena Production Co.
3035,4 Kids Entertainment
5261,Shogakukan Production
7967,Media Factory
12307,Creatures
13070,Tomy
66289,Oriental Light and Magic (OLM)
76467,GAME FREAK
76468,Pikachu Project '98
76469,JR Kikaku
1474,Desperate Pictures
2997,Dragon Pictures
1538,Comedy Central
7480,Comedy Central Films
45852,Comedy Partners
10470,Chris Montan Productions
10471,Columbia TriStar Television
870,Tapestry Films
1647,PM Entertainment Group
7450,KPI Productions
45792,Lomax Productions
2807,India Take One Productions
1757,Mad Chance
1783,Jaret Entertainment
7458,Cubicle Inc.
372,Groucho II Film Partnership
19813,Flower Films (II)
21241,Bushwood Pictures
21242,Never Been Kissed Productions
2979,ETIC Films
7364,Heyday Films
25820,Engulf & Devour Productions Inc.
505,Cruel Productions
2920,Irish Screen
931,HAL Films
13158,Punch 21 Productions
17337,Basara Pictures
17338,Creators Company Connection
1685,Hofflund/Polone
9269,Global Entertainment Productions GmbH & Company Medien KG
804,Natural Nylon Entertainment
805,Serendipity Point Films
807,The Harold Greenberg Fund
808,The Movie Network
809,Union Générale Cinématographique
20170,Canadian Television Fund
7,DreamWorks
208,Bac Films
1251,ARD
59348,Plywood Productions
11952,Bigel / Mailer Films
27934,Palm Pictures
282,Bookshop Productions
283,Notting Hill Pictures
2229,Red Bank Films
2507,"Todman, Simon, LeMasters Productions"
16774,Peters Entertainment
57088,Sonnenfeld Josephson Worldwide Entertainment
2721,Jinks/Cohen Company
42272,RTL
1403,Franchise Pictures
34998,Avnet/Kerner Productions
35712,LTZ II Inc.
6644,Lions Gate
19944,"Carousel Picture Company, The"
24039,No Prisoners Productions
24041,Origin Systems Inc.
80469,American Entertainment Investors
89308,Wing Commander Productions
89309,Digital Anvil
4650,Marubeni
3631,Filmax
415,Laurence Mark Productions
23493,Bavaria Entertainment
3169,Zide-Perry Productions
10316,British Columbia Film
11572,CITY-TV
53186,Government of British Columbia Film Incentive BC Program
54050,Linson Films
54051,Atman Entertainment
54052,Knickerbocker Films
4131,Ignite Entertainment
705,Spring Creek Productions
11391,Tribeca Productions
679,Timnick Films
14440,Red Wagon Entertainment
17887,Midnight Sun Pictures
3058,Crossroads Films
67035,Kramer-Tornell Productions
158,Spyglass Entertainment
862,The Kennedy/Marshall Company
17032,Barry Mendel Productions
637,The Picture Factory
59423,"The Straight Story, Inc"
596,KC Medien AG
11342,Brood Syndicate
20088,B.D.S. Productions Inc.
194,Hobby Films
195,Pole Star
3982,Darkwoods Productions
353,Kino Vision
355,R.P. Productions
357,Vía Digital
3315,Origen Producciones Cinematograficas S.A.
10619,Azoff Entertainment
40865,Santa Monica Holdings
788,Bel Air Entertainment
18093,Tiger Productions
11332,La Sept-Arte
75482,Tanaïs Productions
75483,S.M. Films
11801,Trigger Street Productions
179,The Magnolia Project
6236,NDF International
7449,Clear Blue Sky Productions
15130,Urania Pictures S.r.l.
15131,Titus Productions Ltd.
3707,The Film Factory
7173,Five Stars Production Company
54,The Independent Film Channel Productions
307,IFC Films
821,The Greenlight Fund
2605,Gran Via Productions
5555,Global Medien KG
58331,Franklin/Waterman Productions
82,Renn Productions
83,France 2 Cinéma
26669,Cine-2000 Film Production
230,Boje Buck Produktion
3334,Adam Fields Productions
81140,Two Girls Productions
551,Mandalay Pictures
23310,Karol Film Productions
5996,BBC
10197,WGBH Boston
19477,Dune Films
15160,Haxan Films
2570,Bona Fide Productions
6564,Columbia Tristar
9221,Toei Video Company
5084,Altavista Films
11230,Zeta Film
32803,Wind Dancer Films
5106,Copperheart Entertainment
51199,Munich Film Partners & Company (MFP) MI2 Productions
5359,Artic Productions LLC
62072,Polar Entertainment Corporation
3032,Nippon Shuppan Hanbai (Nippan) K.K.
3656,GAGA
5073,WoWow
11538,AM Associates
11539,Kobi Co.
11540,MF Pictures
2479,Myung Film Company
172,NPV Entertainment
12402,Walt Disney Animation Canada
18978,Walt Disney Television Animation
54377,Makhmalbaf Productions
36346,Alliance Atlantis Motion Picture Production
284,DNA Films
52607,DNA Pictures International
52608,Snakeman Productions
134,Rogue Pictures
376,Industry Entertainment
74939,Fresh Produce Company
1607,Gold/Miller Productions
1608,Wayans Bros. Entertainment
10958,Brad Grey Pictures
51772,Nine Yards Productions
53013,Rational Packaging Company
53014,Lansdown Films
10472,Cruella Productions
26469,InDigEnt (Independent Digital Entertainment)
86089,Dolly Hall Productions
42221,Munich Film Partners & Company (MFP) BTC Productions
20375,Hammerhead Productions
23587,Screenland Pictures
7483,Hearst Entertainment Productions
12511,Gleneagle Productions
127,"Screen Gems, Inc."
3635,20th Century Fox Home Entertainment
485,Vinyl Films
2811,Neo Art & Logic
2092,Mike Zoss Productions
5870,Studio Canal
48772,Hard Eight Pictures
1565,Avery Pix
2608,Happy Madison Productions
448,Key Films
3287,Screen Gems
11395,ImageMovers
1789,M&M Productions
11737,Antena 3 Televisión
22289,Moonstone Entertainment
22290,Bergman Lustig Productions
22291,Gallery Motion Pictures
22292,Keystone Studios
21904,Mill Film
21905,C & L
21906,Dawliz
686,Tiger Aspect Productions
10462,WT2 Productions
431,Donners' Company
22969,Springwood Productions
22970,Genetics Productions
64673,Rigas Entertainment
64674,ErgoArts
1088,Alcon Entertainment
4649,Sedic
12505,Eiga Gekijo
12506,Kuho
12507,Mainichi Hoso
10566,Clipsal Films
67153,Nora Ephron Productions
126,Lakeshore Entertainment
152,Icon Productions
2651,Fragile Films
1285,Toute Premiere Fois
5942,Take One Productions
7009,Pan Européenne Productions
72823,Technical Black
72824,Run It Up Productions Inc.
4171,Playtone
598,Team Todd
7429,HBO Films
1600,Craven-Maddalena Films
1094,Homerun Productions
1095,Portman Entertainment Group
1096,Rich Pickings
1097,Sky Pictures
1098,Wave Pictures
697,Alta Films S.A.
7069,Daly-Harris Productions
7070,Davis Entertainment Classics
7071,Sordid Lives LLC
8116,Wind Dancer Productions
2493,Tandem Communications
4285,Universal Cartoon Studios
34446,I Remember Productions
3486,DreamWorks Home Entertainment
3487,Universal Home Video
2835,Jafar Panahi Film Productions
65402,JLT Productions
11152,Radical Media
26083,Katira Productions GmbH & Co. KG
26084,Caro-McLeod
7036,CJ Entertainment
2798,Columbia Pictures Film Production Asia
12205,EDKO Film
20289,Asia Union Film & Entertainment Ltd.
20290,United China Vision
20291,Zoom Hunt International Productions Company Ltd.
3153,Sunrise
4719,Sotsu Agency
414,Fountainbridge Films
50830,Finding Forrester Productions
4120,Access Motion Picture Group
4121,Giraldi-Suarez-DiGiaimo Productions
16971,Pacific Motion Pictures
15486,Wide Angle Pictures
5284,Omega Micott Inc.
66411,Space Shower TV
297,Aardman Animations
7981,Pathé
22351,The Canton Company
53997,Mars Production Pty. Ltd.
3683,Limited Edition Productions Inc.
12236,Blinding Edge Pictures
119,Danmarks Radio (DR)
157,SVT Drama
2996,Angel films
4524,TV 1000
5975,Yleisradio (YLE)
6916,Arte France Cinéma
7330,Blind Spot Pictures Oy
8659,Vrijzinnig Protestantse Radio Omroep (VPRO)
11239,Liberator Productions
14937,Icelandic Film
30268,Pain Unlimited GmbH Filmproduktion
53667,Trust Film Svenska
53668,Cinematograph A/S
53669,What Else? B.V
53670,Filmek A/S
53671,Lantia Cinema & Audiovisivi
41248,Nancy Tenenbaum Films
4169,Kanzaman
6705,Filmfour
3638,The Jacobson Company
22103,Red Horizon Productions
65781,Fat Free
7956,Castelao Producciones
7957,TVC
89627,Glitter Productions
89628,Maroon Entertainment
2073,Kadokawa Pictures
6755,Nippon Television Network Corporation (NTV)
13411,Hakuhodo Inc.
13412,Imagica
20242,Imhotep Productions
46458,Jonathan Krane Group
4235,R%26C Produzioni
4236,Les Films Balenciaga
17982,Genco
24034,Chiyoko Commitee
1002,Eureka Pictures
695,Lee Daniels Entertainment
5237,The Saul Zaentz Company
1156,Conundrum Entertainment
2932,Red Hour Productions
2933,Tenth Planet Productions
10692,VH1 Television
12178,Red Hour Films
21409,MFP Munich Film Partners GmbH & Company I. Produktions KG
2908,Mars Distribution
3857,Fireworks Pictures
1301,Joseph M. Singer Entertainment
1423,Escape Artists
53007,Black and Blu Entertainment
53008,Finestkind
80889,Fouad Nahas
53673,Cort/Madden Productions
5730,Turner Network Television (TNT)
11345,Stillking Films
902,AZL Productions KG
904,MFP Munich Film Partners
905,Phase 1 Productions
906,Revelations Entertainment
689,Ventanarosa Productions
30766,Producciones Amaranta
81876,Barnstorm Films
2882,Neal H. Moritz Productions
1171,Epsilon Motion Pictures
1172,Hyde Park Films
6235,Mirabai Films
995,Cinerenta Medienbeteiligungs KG
21784,Cinerenta-Cinebeta
21785,VCL Communications
1786,Dark Castle Entertainment
23503,13 Ghosts Productions Canada Inc.
24939,WV Films II
497,Revolution Studios
7640,Cité-Amérique
18159,Dummett Films
243,CB Films
79023,Immagine e Cinema
18335,DB Entertainment
18336,Harvest Pictures
51312,Animationwerks
1686,Indelible Pictures
4700,Linson Entertainment
53817,Stolen Film Productions
4313,AVRO Television
30636,Bos Bros. Film & TV Productions
1778,Dentsu Inc.
11671,Studio 4°C
12655,Shogakukan-Shueisha Productions
29177,Beyond C.
12552,Marty Katz Productions
21635,Mojo Films
21636,PK Pictures
246,Film Council
1268,Focus Films
1269,Momentum Films
1270,National Lottery
8582,Canadian Film or Video Production Tax Credit (CPTC)
18620,Artists Production Group (APG)
52619,Fifty First Films
33433,Furthur Films
21783,Crystal Lake Entertainment
769,Destination Films
7122,Emotion
11596,Bones
1101,Bésame Mucho Pictures
1102,Producciones Anhelo
7300,Staccato Films
15361,Luna Pictures
15362,Velvet Films
869,Dee Gee Entertainment
65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG
104,Canal Plus
692,Sogecine
1178,Pathé Pictures International
19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
4254,Disney Toon Studio
45689,Native Pictures Productions
3854,Universal Family and Home Entertainment
13769,Lynda Obst Productions
520,Pacific Data Images (PDI)
636,Babbo Inc.
2130,Mr. Mudd Production
2140,Aamir Khan Productions
4411,MMC Independent
12000,Tapioca Films
23446,Sofica Sofinergie 5
27897,Filmstiftung Nordrhein-Westfalen
30994,Union Générale Cinématographique (UGC)
20543,Universe Entertainment
2773,Broken Lizard Industries
21518,Simon Fields Productions
191,Senator Film Produktion
267,Beverly Detroit
1784,Partizan
19578,Momentum Pictures
11772,Masulpiri Films
10807,Troublemaker Studios
26281,Ardustry Entertainment
26282,Mediastream Film GmbH & Co. Productions KG
2200,Liveplanet
948,SBS
4983,Sidus Pictures
6851,Shin Seung-soo Productions
23935,Terasource Venture Capital Co. Ltd
11628,Tequila Gang
1267,Ecosse Films
52843,Pod Films
1824,Gravier Productions
2214,Flower Films
740,MTM Cineteve
24212,Media Cooperation One
4607,"Montecito Picture Company, The"
11358,Little Bird
2527,Marc Platt Productions
24851,Riverdale Productions
4009,Unified Film Organization (UFO)
19239,Epoch Productions
37323,Triptych Media
7333,Bayerischer Rundfunk (BR)
11731,Bavaria Film International
27196,Ciné B
4143,Eden Wurmfeld Films
11078,Cineric
84889,Michael Alden Productions
84890,Brad Zions Films
4899,Allegro Films
380,Thousand Words
8857,Independent Film Channel (IFC)
11510,Detour Filmproduction
27356,Line Research
27357,Flat Black Films
8972,Prommitr International Production
349,Cruise-Wagner Productions
65559,Bottom of the Ninth Productions
883,Les Productions du Champ Poirier
89626,Twitching Image Studio
987,USA Films
19105,Eidos Interactive
129,Section Eight
3244,Media Pro Pictures
616,Eskwad
25862,Studio Image Soficas
25863,Natexis Banques Populaires Images
972,Current Entertainment
973,Immortal Entertainment
6896,EuropaCorp
73954,Quality Growth International Ltd.
5248,V.I.P. Films
699,TTornasol Films S.A.
1244,Alia Films
13011,Budapest Film Kft.
7053,Catch 23 Entertainment
27465,Niccol Films
654,South Pacific Pictures
3830,Acme Date
2455,Red Om Films
11617,Gaylord Productions
163,Revolution Films
1219,Baby Cow Productions
2452,UK Film Council
12626,Boxing Cat Films
4596,Qatsi Productions
770,Kingsgate Films
724,Beijing New Picture Film Co. Ltd.
13816,Hyde Park Entertainment
41251,Reveal Entertainment
41252,Gran Via
24,Mikona Productions GmbH & Co. KG
9383,Blue Sky Studios
11749,Twentieth Century Fox Animation
40148,Walt Disney Animation Japan
766,Blue Tulip Productions
26265,Ronald Shusett/Gary Goldman
698,Scottish Screen
758,TV2 Danmark
77845,Monarchy Enterprises S.a.r.l.
81134,Atchity Entertainment International (AEI)
159,Shady Acres Entertainment
7385,Kalima Productions GmbH & Co. KG
20352,NDE Productions
4563,Oz Company
5329,Pandora Pictures
5367,Gaylord Films
437,Heyday films
367,Kemp Company
368,Splendid Pictures
11084,Parkes/MacDonald Productions
10889,British Film Council
939,New Legacy
11340,Studio Box
1390,Celador Productions
12666,Jonescompany Productions
3225,Every Guy Productions
2763,Tonic Films
22953,Down Home Entertainment
22954,Cabin Pictures
22955,Black Sky Entertainment
22956,Deer Path Films
7795,Indelible Productions
32598,Tango Films
32599,My Cactus
29602,Hungry Eye Lowland Pictures B.V.
29603,Flan de Coco Films
4730,Slough Pond
4731,double A Films
7776,Pioneer L.D.C
250,Canal+Polska
260,Heritage Films
264,Studio Babelsberg
266,Agencja Produkcji Filmowej
268,FilmFernsehFonds Bayern
269,Filmboard Berlin-Brandenburg (FBB)
271,Mainstream S.A.
4247,Filmförderungsanstalt (FFA)
19150,Telewizja Polska (TVP)
31087,Runteam
5959,Citizen Films
5960,Cofimage
5961,Elizabeth Films
5962,Group Dataciné
5963,Berns Brothers Productions
2471,National Geographic Society
11371,Palomar Pictures (II)
20344,First Light Production
6279,Continental Producciones
10050,Televisión de Galicia (TVG) S.A.
12010,Mediapro
12011,Quo Vadis Cinéma
12012,Eyescreen S.r.l.
15278,British Broadcasting Corporation (BBC)
62506,Studios Victoria Inc.
1992,La Petite Reine
8006,Chez Wam
22182,KC Medien
22370,Katharina
65082,Shutt/Jones Productions
856,Wild Bunch
1157,Les Cinémas de la Zone
4176,Nord-Ouest Productions
19233,120 Films
345,O2 Filmes
346,VideoFilmes
10954,Globo filmes
11444,Lumiere
11445,Hank Levine Film
11446,Lereby Productions
768,Ghost House Pictures
52024,Video Audio Project (VAP)
84047,Office Augusta Co. Ltd.
18811,Brink Films
23909,Silver Nitrate
15888,Moving Pictures
52943,Gratitude International
7899,Cartoon Network Studios
5611,Milk & Honey
11322,Justin Pictures
11323,Linovo Productions GmbH & Co. KG
11324,Pacific Title and Art Studio
2230,MGM Television
2213,Rainmaker Entertainment
7380,Initial Entertainment Group (IEG)
7381,Alberto Grimaldi Productions
7692,World 2000 Entertainment
22902,Tripod Entertainment
6363,BenderSpink
8492,Radiotelevisão Portuguesa (RTP)
16418,"Instituto do Cinema, Audiovisual e Multimédia (ICAM)"
16450,Filmes do Tejo
18957,Torromfilm
966,Monarch Pictures
20719,Manifest Film Company
53005,Wheelhouse Entertainment
53006,Motion Picture Production GmbH & Co. Erste KG
67988,WV Films LLC
67989,Material
1089,Witt/Thomas Productions
67173,Blue Train Productions
58248,Unfaithful Filmproduktion GmbH & Co. KG
5302,Christiano Film Group
5552,Media Asia Films
13837,K.G Productions
16419,Metropolitan Films
17449,Grosvenor Park Productions
46694,Catherine Bailey Ltd.
46695,Artists Independent Network
7588,World Wrestling Entertainment (WWE)
3213,Disney Channel
87552,Leider/Shapiro Productions
35304,Blue Tulip Productions
2388,MPH Entertainment
4170,Playtone Productions
12026,Gold Circle Films
1490,Kintop Pictures
2406,Filmförderung Hamburg
748,Mosaic Media Group
14718,Radar Pictures
690,Handprint Entertainment
2948,Showtime Australia
57623,Rumbalara Films
57624,Olsen Levy
6111,Arte France
40984,Magouric Productions
1512,John Wells Productions
12426,Oleandor Productions
147,Fidélité Productions
818,Gimages 5
29693,A Loopy Production LLC
29694,2 Loop Films
26016,Rainbow Chaser Productions
16928,Homeroom LLC
31183,BBC Two
879,Out of the Blue... Entertainment
11846,Hakuhodo DY Media Partners
11847,Mitsubishi
7384,Hypnotic
8856,Intermedia
23227,Magnet Productions
2364,The Montecito Picture Company
11557,Muhan Investment
5815,Xanadeux Company
12497,Tokyo Theaters Company
14644,Aozora Investments
12413,NWR Film Productions
3756,CoMix Wave
13040,Kasdan Pictures
55250,Spierigfilm
57276,Times In
57277,DUEL Film Partners
57278,Micott
46,WDR
28,Newmarket Films
475,JD Productions
1507,International Production Company
12087,Angry Films
19352,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
81460,acting studio
735,Waverly Films
14652,Baumgarten Merims Productions
14362,October Pictures
24211,Stan Winston Studio
53350,DCP Wrong Turn Productions
4206,Baa-Ram-Ewe
4207,Sahamongkolfilm Co.
2308,Type A Films
79026,XM2 Productions
79027,XF2 Canada Productions
3330,Chloe Productions
3331,TPW Films
3332,Wiseau-Films
9118,Samuel Goldwyn Films
1470,Wild Bear Films
1471,Archer Street Productions
1472,Delux Productions
1618,Komplizen Film
5754,Rat Pack Filmproduktion
16110,Südwestrundfunk (SWR)
19677,Hochschule für Fernsehen und Film München (HFF)
75860,Hochschule für Gestaltung Karlsruhe
81693,KaufmannWöbke GbR
81694,Filmförderung Baden-Württemberg (MFG)
58262,Birnbaum / Barber Productions
58263,Jackie Chan Films Limited
58264,All Knight Productions
10059,This Is That Productions
10887,Y Productions
10888,Mediana Productions Filmgesellschaft
14648,Bachrach/Gottlieb Productions
921,Next Wednesday Productions
922,SenArt Films
6782,Moviola Film och Television AB
6783,Nordisk Film/TV
6784,Skinworxxx
10370,Spectacle Entertainment Group
615,Nord Ouest Production
89603,Teen Life Productions
2926,Alexandre Films
160,Pit Bull Productions
21838,Distant Corners Entertainment Group Inc.
21839,Blue Star Productions
21840,Morningstar Films
18619,Cobalt Media Group
5286,Laughlin Park Pictures
3616,B.O.M. Film Productions Co.
5632,Milky Way Image Company
3117,Daft Life Ltd. Co.
1143,Sound for Film
2512,Harbour Pictures
2199,Horsepower Films
7161,LivePlanet
12213,Core Productions
12214,Munich Film Partners New Century & Company (MFP) Core Productions
1062,Boll Kino Beteiligungs GmbH & Co. KG
1063,Brightlight Pictures
1064,Herold Productions
8068,Mindfire Entertainment
280,Cinémaginaire Inc.
4042,Astral Films
9115,Société Radio-Canada
9116,Société de Développement des Entreprises Culturelles (SODEC)
8719,Isle of Man Film Commission
22153,Trademark Films
60283,Take 3 Partnership
4022,Wonderland Sound and Vision
10239,Tall Trees Productions
5561,Panorama Films
