id,name,gender
16395,Gregory Nava,2
16396,Anna Thomas,1
3388,James L. Brooks,2
10400,Barbra Streisand,0
64626,Jack Rosenthal,0
14711,Timothy Harris,2
14710,Herschel Weingrod,2
737,Jeffrey Boam,2
31338,Tulio Demicheli,0
55928,Bill Phillips,2
3028,Bruce A. Evans,2
3029,Raynold Gideon,2
111904,Harry Colomby,0
111905,Jeff Harris,0
111906,Bernie Kukoff,0
66987,Fritz Kiersch,2
66988,George Goldsmith,2
119476,Zelda Barron,1
608,Hayao Miyazaki,2
58729,Albert Magnoli,0
57536,William Blinn,2
22151,Malcolm Mowbray,2
55477,Alan Bennett,2
10965,Chris Columbus,2
54441,James Ivory,2
54443,Ruth Prawer Jhabvala,1
4668,Franco Ferrini,0
50818,Ernesto Gastaldi,2
8956,Robert Vincent O'Neill,0
19177,Joseph Michael Cala,2
19707,Charles Band,2
44789,Danny Bilson,2
45987,Paul De Meo,0
52968,Russell Mulcahy,2
76942,Everett De Roche,0
11505,John Hughes,2
1749,Leonard Nimoy,2
3975,Peter Shaffer,2
4818,Roberto Benigni,2
67792,Massimo Troisi,0
70974,Christopher Morahan,2
154790,Jim O'Brien,0
214154,Ken Taylor,0
1215389,Paul Scott,0
1223031,Irene Shubik,0
70835,Jonathan R. Betuel,0
69659,Robert J. Avrech,2
78523,Marek Kanievska,0
69295,Julian Mitchell,2
2710,James Cameron,2
869,Gale Anne Hurd,1
61,Robert Mark Kamen,2
18179,W.D. Richter,2
69162,Earl Mac Rauch,0
146712,Ted Allan,2
54442,E.M. Forster,0
3026,Rob Reiner,2
13524,Christopher Guest,2
21731,Michael McKean,2
6008,Harry Shearer,2
31788,Carlos Enrique Taboada,0
237350,Mario Camus,2
87506,Antonio Larreta,2
37562,Manolo Matji,0
59023,Stewart Raffill,2
97710,Charles E. Sellier Jr.,2
97711,Michael Hickey,0
1178751,Koji Hashimoto,0
52193,R.J. Kizer,2
1501054,Lisa Tomei,0
129958,Shuichi Nagahara,0
707,Dan Aykroyd,2
28865,Roger Towne,2
69203,Phil Dusenberry,0
65401,Charlie Peters,2
66140,William Gray,0
66141,Michael Janover,0
1062329,Fermín Cabal,0
5231,Wolfgang Petersen,2
24120,Herman Weigel,2
28904,Hugh Wilson,2
57359,Neal Israel,2
68381,Thom Eberhardt,2
1190481,Charles Fuller,0
6159,Ron Howard,2
27518,Lowell Ganz,2
27519,Babaloo Mandel,2
26511,Bruce Jay Friedman,0
1223,Joel Coen,0
1224,Ethan Coen,0
67897,Jeff Kanew,2
69042,Tim Metcalfe,2
56980,Miguel Tejada-Flores,2
68034,Jeff Buhai,0
68032,Steve Zacharias,0
15872,Martyn Burke,2
31493,Alex Cox,0
64195,Joseph Zito,0
9880,Sam Shepard,2
12180,Mamoru Oshii,2
122506,Steven Hahn,0
107029,Jeffrey Scott,0
7188,Edward Khmara,0
52121,Héctor Olivera,0
52187,Howard R. Cohen,2
30457,Leora Barish,2
25736,John Pielmeier,2
51951,Joseph Minion,2
91727,Lisa Gottlieb,1
57396,Dennis Feldman,2
60621,Jeff Franklin,2
407,Gill Dennis,2
4163,Donna Deitch,1
1664454,Natalie Cooper,0
15254,Emir Kusturica,0
87011,Abdulah Sidran,0
8403,David Hare,2
58822,Danny Steinmann,2
58809,Martin Kitrosser,2
158054,David Cohen,0
162927,John Shepherd,2
72709,Karel Reisz,2
62020,Jack Sholder,2
62021,David Chaskin,0
40542,Hector Babenco,2
70280,Leonard Schrader,2
16566,George P. Cosmatos,2
69167,Juzo Itami,0
134306,Kevin Sullivan,2
34372,Masato Ide,0
226920,Yôichi Sai,0
80900,Shoichi Maruyama,0
9167,William Hjortsberg,2
69801,Alan Metter,2
1722267,Amy Spies,0
67753,Mark L. Lester,2
1726,Steven E. de Souza,2
18596,Taylor Hackford,0
19249,Arnold Schulman,2
73121,Gisaburō Sugii,2
118079,Minoru Betsuyaku,0
93406,Elem Klimov,2
59903,Ales Adamovich,0
3560,Alain Sarde,2
99332,Philippe Setbon,2
24,Robert Zemeckis,2
1058,Bob Gale,2
372,Tom Stoppard,2
374,Charles McKeown,0
68732,Arna Selznick,0
68733,Peter Sauder,0
57122,William Kelley,2
57123,Earl W. Wallace,2
41720,Jerry Paris,2
57327,David Sheffield,2
57328,Barry W. Blaustein,2
932916,Ricky Lau,0
223829,Cheuk-Hon Szeto,0
62412,Barry Wong,0
736,Menno Meyjes,2
20640,Chen Kaige,2
1184598,Ziliang Zhang,0
63713,Martha Coolidge,1
27527,Peter Torokvei,0
56146,Gaëtan Brizzi,0
56147,Paul Brizzi,0
39819,Wayne Wang,0
53274,Terrel Seltzer,0
147793,Godfrey Ho,2
32277,Geoff Murphy,2
134114,Gavin Millar,2
10637,Kurt Luedtke,2
2100,Lawrence Konner,2
2103,Mark Rosenthal,2
69315,Luis Puenzo,0
109001,Aída Bortnik,1
3224,Stephen Frears,0
21217,Jonathan Lynn,2
56514,Steve Bloom,0
7933,Jonathan Roberts,2
27991,Stuart Gordon,2
58046,Dennis Paoli,2
1697636,William Norris,0
638,Michael Mann,2
19798,Randa Haines,1
19799,Mark Medoff,0
56058,Charles Edward Pogue,0
28902,Gregory Widen,2
201054,Peter Bellwood,0
912,Larry Ferguson,2
1044,Michael Chapman,2
57290,Pino Van Lamsweerde,0
14089,Dale Launer,2
26475,Brent Maddock,2
1173933,Suzana Amaral,0
1081200,Alfredo Oroz,2
1081202,Clarice Lispector,0
16795,Thomas Baum,0
39298,Margarethe von Trotta,1
56953,Gene Quintano,2
11920,Erich Kästner,2
72405,Stu Krieger,2
19542,Nelson Shin,2
19544,Ron Friedman,2
236923,Dennis Lee ,0
4429,Jim Jarmusch,0
58453,Peter Faiman,2
57594,John Cornell,2
57147,Paul Hogan,2
58454,Ken Shadie,2
62556,Fred Walton,2
772,Danilo Bach,2
2355,Andrew Birkin,2
2357,Howard Franklin,0
2358,Alain Godard,0
224976,Giuseppe Ferrara,0
26208,Robert Katz,0
236748,Armenia Balducci,0
66755,Rusty Lemorande,0
53653,Jesús Ferrero,0
26760,Tsui Hark,2
238409,Raymond To,2
536891,Katsuhiko Nishijima,0
413424,Tomoko Kawasaki,0
110683,Yuji Moriyama,0
92554,Harry Winer,2
1382414,Casey T. Mitchell,0
67269,Raymond Briggs,0
63892,Michael Burton,0
63893,Matt MacManus,0
85311,Masanori Hata,0
126623,Mark Saltzman,2
62015,Jerry Leichtling,2
62016,Arlene Sarner,1
113102,Tom Moore,2
113105,Marsha Norman,1
98835,Georgiy Daneliya,0
1138402,Revaz Gabriadze,0
26502,Howard Deutch,2
3027,Stephen King,2
13596,David Kirschner,2
8965,Roland Joffé,0
56158,Lorne Michaels,2
7885,Randy Newman,2
24318,Richard Benjamin,2
43786,Robert Mandel,2
59946,Robert T. Megginson,2
59947,Gregory Fleeman,2
95653,Steven Kampmann,2
1120414,William Porter,0
163245,Rich Eustis,0
11080,Jim Cash,2
11081,Jack Epps Jr.,2
1582654,Gary Goldman,2
53025,David Z. Weinstein,0
14911,Penny Marshall,1
929,David Franzoni,2
67588,Chris Thompson,2
15810,Ron Clements,2
61678,David Michener,2
15811,John Musker,2
61739,Steve Hulett,2
61747,Bruce Morris,0
61290,Matthew O'Callaghan,2
61751,Mel Shaw,0
61758,Peter Young,0
27444,James Orr,2
27445,Jim Cruickshank,2
19842,José Luis Cuerda,2
30696,Janice Karman,2
30694,"Ross Bagdasarian, Jr.",2
98136,Andy Sidaris,2
716,Emile Ardolino,2
717,Eleanor Bergstein,1
31211,Clive Barker,2
11379,Mark Peploe,2
11387,Enzo Ungari,0
1108,Shane Black,2
565467,Bernard Deyriès,0
193851,Martha Moran,0
310233,Stephen Maclean,2
1064880,Paul Leadon,0
78514,David Hugh Jones,2
78516,James Roose-Evans,0
78517,Hugh Whitemore,2
15056,Michael Gornick,2
69331,Ethan Wiley,2
26095,John Patrick Shanley,2
16294,Jonathan Demme,2
8978,Spalding Gray,2
1226444,Chuck Martinez,2
913,Warren Skaaren,0
55439,Patricia Rozema,1
70636,Gabriel Axel,2
2305,Peter Handke,2
2306,Richard Reitinger,2
11956,Mitch Markowitz,2
16205,Michael De Guzman,0
1090,John McTiernan,0
5144,Ronald Bass,0
253696,Len Talan,0
1764619,Nancy Weems,0
8251,Hilary Henkin,0
96072,Jonathan Katz,2
62055,Alan Zweibel,2
11641,Scott Spiegel,2
1443655,David Berry,0
67752,James Dearden,2
42309,Tibor Takács,2
44481,Michael Nankin,2
21136,Michael Cristofer,2
1201,Garry Marshall,2
11708,Leslie Dixon,1
108,Peter Jackson,2
1111947,Jill Godmilow,0
1209223,Mark Magill,0
17445,Janice Fischer,1
17446,James Jeremias,2
215093,Kit Hesketh-Harvey,0
7722,Edward Neumeier,2
44036,Michael Miner,0
65035,Laura Jones,1
65688,Jim Drake,0
26713,Chuck Russell,2
4027,Frank Darabont,2
62894,Bruce Wagner,0
8643,Michael Herr,2
8642,Gustav Hasford,0
14641,Ronny Graham,2
32632,Percy Adlon,2
32633,Eleonore Adlon,0
32634,Christopher Doherty,0
543594,Marilynne Robinson,0
8966,Bruce Robinson,0
1286377,Frank Galati,0
12952,Christopher Hampton,2
11879,Choderlos de Laclos,0
106834,Charles A. Nichols,2
18281,Donald Petrie,2
31141,Perry Howze,2
31142,Randy Howze,2
5697,Alfred Uhry,2
56828,Christopher Cain,2
20801,John Fusco,0
77300,Michael Schultz,2
1807487,Gen LeRoy,0
23964,Gary Ross,2
23965,Anne Spielberg,1
510,Tim Burton,2
34534,Michael McDowell,2
33094,Gary Sherman,0
64821,Brian Taggert,2
57884,Norman Snider,2
65677,Don Mancini,2
65678,John Lafia,2
185,Katsuhiro Ōtomo,2
1677,Izo Hashimoto,0
19101,Lee H. Katzin,2
54148,Gonzalo Suárez,2
63709,Craig R. Baxley,0
58840,Robert Reneau,0
52030,Catlin Adams,0
83313,Melanie Mayron,1
28866,Mitch Glazer,2
10450,Michael O'Donoghue,2
12648,Bob Dolman,2
18335,George Sluizer,0
55859,Tim Krabbé,0
52194,Tony Randel,2
55949,Peter Atkins,2
21075,William Davies,2
57341,William Osborne,2
14995,Alan Myerson,2
70613,Stephen Curwick,0
1961,Claude Pinoteau,2
5143,Barry Morrow,2
97646,Joan Micklin Silver,1
224103,Susan Sandler,0
43513,Graham Baker,2
63904,Rockne S. O'Bannon,2
68376,Barry Strugatz,2
68377,Mark R. Burns,2
4180,Kevin Wade,2
67525,Tom Topor,0
131081,Kazuyoshi Katayama,0
1475421,Jonathan Reynolds,0
80247,Stephen Chiodo,2
80251,Edward Chiodo,0
80249,Charles Chiodo,0
70250,Newt Arnold,2
16590,Sheldon Lettich,2
70251,Mel Friedman,0
70252,Christopher Cosby,0
44765,William Lustig,2
19266,Larry Cohen,2
26882,Kiyoshi Kurosawa,2
131374,Tetsu Maeda,0
20310,Takashi Shimizu,2
88939,Donald G. Jackson,0
94040,Randall Frakes,0
93911,Terence Davies,2
7145,Michael Lehmann,2
5128,Daniel Waters,2
16938,Renny Harlin,2
4723,Brian Helgeland,2
63920,Jim Wheat,2
63921,Ken Wheat,2
60261,Stan Winston,2
199564,Mark Patrick Carducci,0
1077586,Gary Gerani,0
12453,Wong Kar-wai,2
57617,Jeff Lau,0
1535,Brian Doyle-Murray,2
55146,Paul Bogart,2
7420,Harvey Fierstein,2
65314,Giuseppe Tornatore,0
21458,Joan Freeman,1
960388,Charles Purpura,2
73935,Dori Pierson,0
769,Martin Brest,2
21792,George Gallo,2
71792,George Scribner,2
71793,Jim Cox,0
23571,Tim Disney,2
366,James Mangold,2
12100,Jeffrey Price,2
12101,Peter S. Seaman,2
64735,Rob Hedden,2
58179,Robin Schiff,1
19305,Tom Ropelewski,2
36161,John Varley,0
11181,Kenneth Branagh,2
2691,Tom Schulman,2
13015,Phillip Noyce,2
65432,Charles Williams,2
11452,Terry Hayes,2
16767,Aki Kaurismäki,0
18356,Stephen Herek,2
18382,Chris Matheson,2
9612,Ed Solomon,2
55273,Robert Klane,2
1748,William Shatner,2
2075,David Loughery,2
56912,Margaret Oberman,1
1218879,Pamela Norris,0
53334,Jim Sheridan,2
33388,Shane Connaughton,0
4945,Joe Johnston,2
52122,Ed Naha,2
6011,Michael Haneke,2
110447,Johanna Teicht,0
23677,Joe Pytka,2
66788,Jay Cronley,0
14987,Peter Bonerz,2
3795,Sam Hamm,2
5216,Gus Van Sant,2
6470,Daniel Yost,0
6471,William S. Burroughs,2
69605,Dan Kuenster,2
12085,David N. Weiss,2
58867,Gregory McDonald,0
61243,Leon Capetanos,0
145053,Dorian Walker,2
193653,Robin Menken,0
20237,Beeban Kidron,1
1226309,Jeanette Winterson,0
5696,Bruce Beresford,2
23968,Phil Alden Robinson,2
5281,Spike Lee,2
26471,Ron Kovic,0
68319,Robert Harling,2
11325,Stephen Sinclair,2
126,Fran Walsh,1
81882,Danny Mulheron,0
1724,Roger Spottiswoode,2
53006,Dennis Shryack,2
45114,Michael Blodgett,2
1325090,Lanier Laney,0
198143,Terry Sweeney,0
26978,Dana Olsen,2
103679,Per Åhlin,0
83319,Ryszard Bugajski,0
1258455,Janusz Dymek,0
71042,Jay Levey,2
71041,Weird Al Yankovic,0
71043,Charles Holloway,0
96878,Dan Hoskins,0
9181,Edward Zwick,2
7781,Kevin Jarre,2
2042,Stephen Hopkins,2
58726,Leslie Bohem,2
68037,Jon Connolly,2
68039,David Loucka,2
1884,Steven Soderbergh,2
111380,Mark Curtiss,0
111381,Rod Ash,0
42113,Zalman King,0
42114,Patricia Louisianna Knop,0
63943,Rowdy Herrington,2
63945,David Lee Henry,0
122186,Daisuke Nishio,0
38403,Telsche Boorman,0
1269,Kevin Costner,2
7844,Michael Blake,0
16852,Karen Leigh Hopkins,1
18308,Steve Barron,2
175502,Todd W. Langen,0
1332745,Bobby Herbeck,0
64061,Fred Schepisi,2
1901,Caroline Thompson,1
119294,Abbas Kiarostami,0
73496,Richard Pearce,2
563703,John Cork,0
6586,Barry Gifford,2
20840,Doug Richardson,0
115447,Andy Wolk,2
26595,Michael Verhoeven,2
14709,Murray Salem,0
59,Luc Besson,2
150181,John Erman,2
10757,Jane Campion,1
4,Carrie Fisher,1
1128,Agnieszka Holland,1
56531,Solomon Perel,0
65452,Mike Leigh,2
7163,Nicholas Pileggi,2
21806,Richard Rush,2
57378,John Eskow,2
61019,Harry Hook,2
61021,Sara Schiff,0
2293,Frank Miller,2
7765,Walon Green,2
104816,Todd Sheets,0
3431,Bruce Joel Rubin,2
107831,Jennie Livingston,0
587200,John Howley,0
56973,Peter Filardi,2
20757,Chuck Pfarrer,2
7629,Ivan Raimi,2
57960,Daniel Goldin,0
57961,Joshua Goldin,0
1060540,Mitsuo Hashimoto,0
1060541,Takao Koyama,0
1078813,Cynthia Scott,0
1354839,Gloria Demers,0
1127971,Sally Bochner,0
1410021,David Wilson,0
33485,Ron Underwood,2
26479,S. S. Wilson,2
1066960,Maria Luisa Bemberg,1
67259,Ching Siu-Tung,0
67766,Lillian Lee Pik-Wah,0
202714,Stephen Whittaker,0
1158621,Nigel Nicolson,0
45577,Claudio Fragasso,2
47116,Rossella Drudi,1
1140667,Jonathan Tydor,2
1296883,Leonard Maas Jr.,0
1040476,June Roberts,0
32640,Bernt Amadeus Capra,2
1183991,Floyd Byars,0
559636,Fritjof Capra,0
1092,Jim Thomas,2
1094,John Thomas,2
1238017,Kirk Browning,0
6482,John Singleton,2
607,Zhang Yimou,2
64217,Ni Zhen,0
27977,Leos Carax,0
17397,Callie Khouri,1
72624,John Duigan,2
142603,Julie Dash,0
5174,Barry Sonnenfeld,0
29529,Larry Wilson,2
30365,Michael Caton-Jones,2
29378,Daniel Pyne,2
73149,Monte Markham,2
564,Richard Linklater,2
49830,Jerry Sterner,0
70602,Jörg Buttgereit,0
70604,Franz Rodenkirchen,0
240448,Bill Jesse,0
8300,Kevin Reynolds,0
2185,John Watson,2
2182,Pen Densham,2
1236276,Neil Landau,0
1374843,Tara Ison,0
62047,Gary Trousdale,2
62048,Kirk Wise,2
38792,Linda Woolverton,1
90037,James Lapine,2
15149,Sarah Kernochan,1
59649,Michael Pressman,2
774,"Daniel Petrie, Jr.",2
508,David Koepp,2
52154,Stephen Sondheim,2
1176569,Lawrence J. Cohen,0
1176570,Fred Freeman,0
8843,Mick Jackson,2
64949,Phil Nibbelink,2
21879,Simon Wells,2
51972,Flint Dille,0
51952,Barry Shils,0
73962,Kristine Peterson,1
57703,David J. Schow,2
52405,Michael Hoffman,2
17784,John Irvin,2
1471628,Sam Resnick,0
39812,John McGrath,2
12130,Zachary Sklar,0
58021,Tinto Brass,2
68750,Robert Townsend,2
35689,Keenen Ivory Wayans,2
33829,Terrence McNally,0
35163,Laurice Elehwany,0
125543,Michael Lindsay-Hogg,2
127483,József Gémes,0
127482,Robin Lyons,0
2163,Richard LaGravenese,2
2104,Denny Martin Flinn,2
588957,Radha Bharadwaj,0
18357,Peter Hewitt,2
18250,Jon Avnet,2
18251,Fannie Flagg,1
104510,John T. Bone,0
98919,Daniel Benton,0
1028338,Felix O. Adlon,0
2711,William Wisher Jr.,2
14392,Kathryn Bigelow,1
15304,W. Peter Iliff,0
56891,Rachel Talalay,1
4767,Michael De Luca,2
44991,Michael Barrie,2
44992,Jim Mulholland,2
95024,Bobcat Goldthwait,2
50949,Alek Keshishian,2
64073,Mark Aldo Miceli,0
47113,Brian Moore,2
44740,Richard Shepard,2
1376934,Tamar Brott,0
13,Albert Brooks,2
42,Lars von Trier,2
56878,Niels Vørsel,0
57862,Ted Tally,2
1126,Krzysztof Kieślowski,2
1132,Krzysztof Piesiewicz,2
57447,Christopher Crowe,2
11401,John Woo,2
64901,Gordon Chan,0
17016,Neil Jordan,0
23393,Barbet Schroeder,2
57579,Don Roos,2
138,Quentin Tarantino,2
58448,Penelope Spheeris,0
16939,Michael Tolkin,2
15890,James Foley,2
1705,Ted Elliott,2
1706,Terry Rossio,2
2294,Robert Rodriguez,0
136232,Curtis Burch,0
4137,Richard Friedenberg,2
1093528,Jon Acevski,0
65310,Kenny Ortega,2
10295,James V. Hart,2
3110,Allison Anders,1
57851,Bernard Rose,2
7467,David Fincher,2
1135192,John Chan Kin-Chung,0
10723,Mike Newell,2
81506,Peter Barnes,2
20789,Claude Sautet,2
23506,Jacques Fieschi,0
37761,Jérôme Tonnerre,0
64170,Fran Rubel Kuzui,1
12891,Joss Whedon,2
32593,Steven Brill,2
59954,Blake Snyder,0
1495632,Martin Donovan,0
48965,Anthony Hickox,0
70415,Tony Maylam,0
8162,Gary Scott Thompson,0
130367,Raymond Lee Wai-Man,0
65980,Cheung Tan,0
65003,Mark Stein,0
57090,Brett Leonard,0
64049,Gimel Everett,0
68215,Reginald Hudlin,2
20621,Joseph Howard,2
7627,Laura Ziskin,1
16730,Darrell James Roodt,0
83901,Constantine Nicholas,0
108787,Genevieve Nicholas,0
937749,Mark Magidson,2
57678,Delia Ephron,1
70172,Valerie Curtin,1
19743,Arnold Perl,2
63120,William Boyd,2
504,Tim Robbins,2
12988,Paul Michael Glaser,2
19242,Tony Gilroy,2
70508,Rita Rudner,1
70509,Martin Bergmann,0
121829,Barnet Kellman,2
34692,Craig Bolotin,2
17880,Wesley Strick,2
74300,Bill Kroyer,0
13520,Aaron Sorkin,2
26767,Ringo Lam,2
301314,Nam Yin,2
62826,Ed Hansen,0
54564,George Buck Flower,2
22767,Alfonso Aráu,2
85518,Laura Esquivel,1
8297,Roger Avary,2
11055,David Rabe,0
57138,Tony Bill,2
1377536,Tom Sierchio,0
22007,Brad Mirman,2
93512,Tomomi Mochizuki,0
1133283,Kaori Nakamura,0
240924,Poon Man-Kit,0
44683,David Jackson,2
10414,Frank Barhydt,2
24173,Mike Binder,2
52038,Thomas Carter,2
65060,Jonathan Marc Feldman,0
90864,Charles Grosvenor,2
74037,Ian Abrams,2
58164,Annabel Jankel,0
58165,Rocky Morton,2
58166,Parker Bennett,0
58167,Terry Runte,0
148097,Kunihiko Ikuhara,0
76410,Sukehiro Tomita,0
67908,Jim Fisher,2
44894,Jim Staahl,2
21634,Ross LaManna,2
44056,Fred Dekker,2
1103,Bill Duke,2
170263,Judi Ann Mason,1
6220,Gurinder Chadha,1
6975,Meera Syal,1
34517,Trey Parker,2
3290,Peter Hedges,2
53838,Evan Chandler,0
43608,J.D. Shapiro,2
68892,Paul Harather,2
39905,Josef Hader,0
68889,Alfred Dorfer,0
6592,Duwayne Dunham,2
2260,Steven Zaillian,2
1526,Danny Rubin,2
138322,Victor Nunez,2
139898,Arthur Borman,0
163499,Greg Malins,2
548332,Michael Curtis,0
16174,Charles S. Haas,0
62026,Larry Sulkis,0
109984,Billy Brown,2
109985,Dan Angel,0
27074,Lu Wei,0
51804,Michael Backes,0
116100,Richard Williams,0
224743,Margaret French,0
12962,Jon Turteltaub,2
12921,Jeff Arch,2
58653,Jimmy Santiago Baca,0
57650,Jeremy Iacone,2
67834,Floyd Mutrux,2
58182,Tom Davis,2
56156,Bonnie Turner,1
56157,Terry Turner,2
18878,Rob Cohen,2
65104,John Raffo,2
57646,Henry Selick,2
52012,Pierce Gardner,2
12989,Andrew Davis,2
28239,David Twohy,0
39105,Raymond Cistheri,0
1614,Ang Lee,2
57051,Neil Peng,0
1617,James Schamus,0
58838,Marco Brambilla,2
58839,Peter M. Lenkov,2
10703,Michael France,2
2589,Terry George,2
18069,Brian Gibson,2
66598,Kate Lanier,0
54040,John Lee Hancock,2
34682,Jeremiah S. Chechik,2
174330,Barry Berman,2
983116,Lesley McNeil,0
25236,Johnnie To,0
109300,Sandy Shaw,0
34934,Bruce Timm,0
35270,Eric Radomski,2
34938,Michael Reaves,2
34936,Alan Burnett,2
1211813,Paul Dini,0
1213960,Martin Pasko,0
26649,Alexandra Seros,0
69741,David M. Evans,2
69743,Robert Gunter,2
109635,Michael Ray Rhodes,0
29765,Marvin J. Chomsky,0
1258635,Jennifer Miller,0
61824,Mick Garris,2
59648,Neil Cuthbert,2
112674,Rolf de Heer,0
95973,Amy Tan,1
14393,Jay Cocks,2
3317,Takeshi Kitano,2
32588,Paul Rudnick,2
14800,Jennifer Chambers Lynch,1
548474,Wong Jing,2
1074298,Alain Le Henry,0
37631,Michael Hirst,2
58154,Jack Baran,2
7396,Peter Farrelly,2
7395,Bobby Farrelly,2
55162,Bennett Yellin,2
1065210,Tia Brelis,0
20249,Mark Verheiden,2
21053,John Dahl,2
20687,Steve Barancik,2
1112916,Nancy Meckler,0
1150087,Wendy Kesselman,0
2380,David Carson,2
2385,Ronald D. Moore,2
2386,Brannon Braga,2
98534,Oley Sassone,0
102689,Craig J. Nevius,0
91027,Kevin Rock,2
13581,Brian Levant,2
13582,Tom S. Parker,2
13583,Jim Jennewein,2
129308,R.S. Allen,0
130319,Harvey Bullock,0
28642,Wang Hui-Ling,0
6912,Ken Friedman,0
107300,Brian Nissen,0
13426,Peter Segal,2
13429,Robert LoCash,2
44554,Alain Berbérian,0
4275,Alain Chabat,2
27221,Dominique Farrugia,0
82119,Chantal Lauby,1
37427,Susan Shilliday,1
21864,William D. Wittliff,2
91343,Hal Hartley,2
54967,Sam Weisman,2
11453,Rafael Yglesias,2
65540,Ariel Dorfman,0
26648,Luis Llosa,2
19852,Robin Swicord,1
58072,John Pasquin,2
61398,Leo Benvenuti,2
56643,Steve Rudnick,2
56477,Michael Schaack,2
56478,Martin Kluger,2
27,Eric Roth,2
4499,Tom Shadyac,2
29901,Jack Bernstein,2
206,Jim Carrey,2
111338,Adam Bernstein,2
111340,Jim Emerson,0
1685671,Hedvig Blidberg,0
1685689,Ziskas Szemes,0
1685669,Saman Ali,0
1685672,Eva Bowden,0
1685673,Ria Busch,0
1685674,Göran Bäuerle,0
1685675,Ann Duroj,0
1685676,Maryn Eales,0
1685677,Thérèse Ferry,0
1685678,Mats Gustavsson,0
1685679,Annika Hallström,0
1685680,Jan-Anders Hansson,0
1685681,Fredrik Heurlin,0
1685682,Åsa Hoflin,0
1685683,Charlie Kristiansson,0
1685684,Peter Lindnér,0
1685685,Stefan Norlin,0
1685686,Pauli Saastamoinen,0
1685687,Robert Stengård,0
1685688,Daniel Strömberg,0
1685690,Helen Walhgren,0
1685691,Åsa Wendel,0
1685692,Niklas Westergren,0
74299,Pixote Hunt,0
1164376,Maurice Hunt,0
556846,Ernie Contreras,2
7399,Ben Stiller,2
28106,Helen Childress,1
227010,Rama Laurie Stagner,1
9888,Claire Denis,1
73724,Jean-Pol Fargeau,0
21085,Alex Proyas,2
1217663,John Shirley,0
16853,Jessie Nelson,1
18899,Yuen Woo-ping,0
65955,Pik-yin Tang,0
131184,Phillip J. Roth,2
191868,Ron Schmidt,0
81727,Darnell Martin,1
139851,Toby Shelton,2
34480,Alan Zaslove,0
56852,Tad Stones,0
1219089,Kevin D. Campbell,2
1719746,Mirith J.S. Colao,0
87149,Bill Motz,2
1222319,Steve Roberts,0
142532,Dev Ross,2
87150,Bob Roth,2
1214729,Jan Strnad,0
1219078,Brian Swenlin,0
172993,Rose Troche,1
32030,Guinevere Turner,1
42617,Antonia Bird,1
201639,Jimmy McGovern,2
10702,Martin Campbell,2
65342,Michael Gaylin,0
65343,Joel Gross,0
2209,Jan de Bont,2
21206,Graham Yost,2
933201,Martine Dugowson,0
15812,Roger Allers,2
18898,Rob Minkoff,2
56041,Irene Mecchi,1
5575,Akiva Goldsman,2
19303,Kevin Smith,2
7130,Scott Alexander,2
7131,Larry Karaszewski,2
18194,Paul Guay,2
18195,Stephen Mazur,2
7018,Richard Curtis,2
55373,Andy Breckman,2
3389,Michael J. Leeson,2
59670,Jane Anderson,1
40254,Peter Barsocchini,2
40255,John Bishop,0
942118,Tony Griffin,2
21386,Guy Manos,0
38689,John Flynn,2
12047,Andrew Kevin Walker,2
45543,Paul Attanasio,2
27889,Stephan Elliott,2
53345,Rich Wilkes,0
448563,Laurent Boutonnat,0
11402,Mike Werb,2
21808,Matthew Chapman,2
21807,Billy Ray,2
3180,David Veloz,2
3181,Richard Rutowski,2
56506,William Dear,2
3045,P.J. Hogan,2
1162039,Hiroki Shibata,0
9018,Anne Rice,1
127823,Agustín Díaz Yanes,0
51917,Larry Clark,2
51918,Harmony Korine,0
11447,Albert Hughes,2
11448,Allen Hughes,2
69448,Michael Henry Brown,2
933,William Nicholson,2
7670,Roderick Thorp,0
876,Jonathan Hensleigh,2
55790,Allan Moyle,2
65872,Carol Heikkinen,1
69982,Jeff Bleckner,2
57691,Tamra Davis,1
56728,Tim Herlihy,2
19292,Adam Sandler,2
664,Frank Marshall,2
21705,Simon Moore,2
4489,Steve Oedekerk,2
142,William Broyles Jr.,2
7854,Al Reinert,2
172,Michael Winterbottom,2
26190,Frank Cottrell Boyce,2
57302,Kazunori Ito,2
18309,Daniel G. Sullivan,0
18310,Fredric LeBow,0
11218,Alfonso Cuarón,2
59187,Elizabeth Chandler,1
9032,Bryan Singer,2
9033,Christopher McQuarrie,0
11472,Irwin Winkler,2
7214,John D. Brancato,2
7215,Michael Ferris,2
15775,Kevin Lima,2
15778,Brian Pimental,2
17087,Michael Moore,2
447140,Michael Moore,2
86035,Maria Maggenti,1
11887,Brad Silberling,0
53004,Laurence Dworet,2
873,Robert Roy Pool,2
10704,Jeffrey Caine,2
10705,Bruce Feirstein,2
57865,Álex de la Iglesia,0
3788,Jorge Guerricaechevarría,2
240747,Paul Matthews,2
2419,Jean-Pierre Jeunet,2
13680,Marc Caro,0
13681,Gilles Adrien,0
15798,Lesli Linka Glatter,1
57062,I. Marlene King,0
19969,Pat O'Connor,2
9156,Andrew Davies,2
7217,Tedi Sarafian,0
65530,Mike Gabriel,2
65531,Eric Goldberg,2
65532,Carl Binder,2
6340,Susannah Grant,1
37078,Philip LaZebnik,2
131610,Malcolm Bradbury,0
991160,David Steven Cohen,2
